Date,Month,Year,Medicine_Name,ATC_Code,Stock_Available,Stock_Sold,Stockout_Flag,External_Factor,Price_per_Unit,Supplier_ID,Reorder_Level,Days_to_Stockout
2022-May-14,May,2022,Formoterol,R03,184,45,0,High,12.1,SUP002,77,3
2022-May-14,May,2022,Budesonide,R03,425,33,0,Low,19.85,SUP005,59,11
2022-May-14,May,2022,Loratadine,R06,187,17,0,Low,14.5,SUP005,25,10
2022-May-14,May,2022,Cetirizine,R06,387,25,0,High,9.55,SUP010,73,14
2022-May-14,May,2022,Diphenhydramine,R06,304,14,0,Low,15.9,SUP001,95,20
2022-May-14,May,2022,Amoxicillin,J01C,194,15,0,Low,19.96,SUP008,74,11
2022-May-14,May,2022,Penicillin,J01C,492,46,0,Low,4.33,SUP008,81,9
2022-May-14,May,2022,Cefalexin,J01C,297,33,0,High,14.13,SUP008,59,8
2022-May-14,May,2022,Ceftriaxone,J01D,496,48,0,Medium,8.6,SUP007,100,9
2022-May-14,May,2022,Cefixime,J01D,483,5,0,Medium,15.48,SUP007,76,95
2022-May-14,May,2022,Atorvastatin,C10A,290,26,0,High,8.65,SUP008,46,10
2022-May-14,May,2022,Rosuvastatin,C10A,90,9,0,High,5.86,SUP006,67,9
2022-May-14,May,2022,Metformin,A10B,433,5,0,Low,5.78,SUP009,77,85
2022-May-14,May,2022,Gliclazide,A10B,94,14,0,Medium,18.87,SUP002,46,5
2022-May-14,May,2022,Sitagliptin,A10B,442,44,0,Medium,8.92,SUP006,46,9
2022-May-14,May,2022,Ethinylestradiol,G03A,275,29,0,Low,18.43,SUP003,59,8
2022-May-14,May,2022,Levonorgestrel,G03A,377,36,0,Medium,7.45,SUP008,69,9
2022-May-14,May,2022,Methotrexate,L04A,288,30,0,Low,4.87,SUP003,95,8
2022-May-14,May,2022,Cyclosporine,L04A,59,36,0,Medium,8.1,SUP008,20,0
2022-May-15,May,2022,Diclofenac,M01AB,305,9,0,High,19.5,SUP006,88,32
2022-May-15,May,2022,Ketoprofen,M01AB,351,8,0,Low,17.52,SUP003,95,42
2022-May-15,May,2022,Naproxen,M01AB,190,30,0,Medium,8.72,SUP006,50,5
2022-May-15,May,2022,Ibuprofen,M01AE,361,36,0,High,0.84,SUP003,30,9
2022-May-15,May,2022,Dexibuprofen,M01AE,132,25,0,Low,14.66,SUP008,74,4
2022-May-15,May,2022,Aspirin,N02BA,383,35,0,Low,11.52,SUP003,43,9
2022-May-15,May,2022,Diflunisal,N02BA,499,10,0,Medium,4.01,SUP004,63,48
2022-May-15,May,2022,Paracetamol,N02BE,393,41,0,Low,4.91,SUP007,75,8
2022-May-15,May,2022,Phenacetin,N02BE,440,41,0,Low,13.77,SUP006,49,9
2022-May-15,May,2022,Diazepam,N05B,456,12,0,High,9.47,SUP006,30,37
2022-May-15,May,2022,Alprazolam,N05B,379,7,0,Low,5.32,SUP003,60,53
2022-May-15,May,2022,Zolpidem,N05C,426,16,0,High,7.38,SUP005,31,25
2022-May-15,May,2022,Eszopiclone,N05C,225,22,0,Medium,19.95,SUP003,74,9
2022-May-15,May,2022,Salbutamol,R03,253,39,0,High,4.75,SUP005,34,5
2022-May-15,May,2022,Formoterol,R03,63,7,0,High,7.63,SUP005,64,8
2022-May-15,May,2022,Budesonide,R03,344,49,0,Low,5.3,SUP001,47,6
2022-May-15,May,2022,Loratadine,R06,139,13,0,High,18.42,SUP003,44,9
2022-May-15,May,2022,Cetirizine,R06,316,22,0,High,6.6,SUP006,96,13
2022-May-15,May,2022,Diphenhydramine,R06,105,37,0,Low,14.58,SUP006,56,1
2022-May-15,May,2022,Amoxicillin,J01C,488,24,0,Low,14.47,SUP007,90,19
2022-May-15,May,2022,Penicillin,J01C,120,13,0,Medium,5.63,SUP008,33,8
2022-May-15,May,2022,Cefalexin,J01C,254,42,0,Low,19.52,SUP008,87,5
2022-May-15,May,2022,Ceftriaxone,J01D,60,26,0,High,10.35,SUP009,25,1
2022-May-15,May,2022,Cefixime,J01D,274,26,0,Medium,19.58,SUP002,66,9
2022-May-15,May,2022,Atorvastatin,C10A,235,35,0,Medium,11.77,SUP003,44,5
2022-May-15,May,2022,Rosuvastatin,C10A,321,50,0,Medium,12.79,SUP008,70,5
2022-May-15,May,2022,Metformin,A10B,147,28,0,Low,17.85,SUP009,31,4
2022-May-15,May,2022,Gliclazide,A10B,281,44,0,Medium,10.69,SUP003,58,5
2022-May-15,May,2022,Sitagliptin,A10B,344,7,0,High,11.02,SUP009,35,48
2022-May-15,May,2022,Ethinylestradiol,G03A,210,46,0,Medium,7.52,SUP006,46,3
2022-May-15,May,2022,Levonorgestrel,G03A,497,15,0,Low,11.12,SUP002,45,32
2022-May-15,May,2022,Methotrexate,L04A,332,16,0,Medium,2.66,SUP003,21,19
2022-May-15,May,2022,Cyclosporine,L04A,411,47,0,Medium,15.83,SUP007,96,7
2022-May-16,May,2022,Diclofenac,M01AB,224,12,0,Medium,7.87,SUP010,68,17
2022-May-16,May,2022,Ketoprofen,M01AB,207,49,0,Low,6.24,SUP001,87,3
2022-May-16,May,2022,Naproxen,M01AB,103,17,0,High,2.56,SUP004,100,5
2022-May-16,May,2022,Ibuprofen,M01AE,111,36,0,High,7.31,SUP008,26,2
2022-May-16,May,2022,Dexibuprofen,M01AE,353,14,0,High,12.48,SUP001,54,24
2022-May-16,May,2022,Aspirin,N02BA,359,48,0,High,11.13,SUP003,69,6
2022-May-16,May,2022,Diflunisal,N02BA,111,15,0,Medium,14.76,SUP009,88,6
2022-May-16,May,2022,Paracetamol,N02BE,163,43,0,High,0.62,SUP007,76,2
2022-May-16,May,2022,Phenacetin,N02BE,243,49,0,Low,1.35,SUP010,30,3
2022-May-16,May,2022,Diazepam,N05B,109,50,0,High,17.95,SUP002,95,1
2022-May-16,May,2022,Alprazolam,N05B,165,28,0,Medium,6.6,SUP001,56,4
2022-May-16,May,2022,Zolpidem,N05C,412,23,0,Low,15.77,SUP007,89,16
2022-May-16,May,2022,Eszopiclone,N05C,396,18,0,Low,18.26,SUP007,89,21
2022-May-16,May,2022,Salbutamol,R03,442,39,0,High,1.86,SUP002,93,10
2022-May-16,May,2022,Formoterol,R03,343,6,0,Medium,6.2,SUP003,83,56
2022-May-16,May,2022,Budesonide,R03,189,48,0,High,17.43,SUP009,89,2
2022-May-16,May,2022,Loratadine,R06,102,17,0,Medium,3.65,SUP002,33,5
2022-May-16,May,2022,Cetirizine,R06,385,8,0,Medium,2.58,SUP007,91,47
2022-May-16,May,2022,Diphenhydramine,R06,445,49,0,Medium,1.66,SUP006,31,8
2022-May-16,May,2022,Amoxicillin,J01C,488,30,0,Low,0.97,SUP002,48,15
2022-May-16,May,2022,Penicillin,J01C,414,30,0,High,5.48,SUP003,76,12
2022-May-16,May,2022,Cefalexin,J01C,99,45,0,High,19.59,SUP009,61,1
2022-May-16,May,2022,Ceftriaxone,J01D,265,17,0,High,4.06,SUP005,64,14
2022-May-16,May,2022,Cefixime,J01D,234,48,0,Medium,11.03,SUP002,63,3
2022-May-16,May,2022,Atorvastatin,C10A,257,33,0,Low,1.67,SUP008,84,6
2022-May-16,May,2022,Rosuvastatin,C10A,244,40,0,High,18.24,SUP009,32,5
2022-May-16,May,2022,Metformin,A10B,215,5,0,Medium,0.53,SUP003,32,42
2022-May-16,May,2022,Gliclazide,A10B,416,34,0,Low,10.82,SUP009,100,11
2022-May-16,May,2022,Sitagliptin,A10B,306,48,0,Medium,5.18,SUP001,91,5
2022-May-16,May,2022,Ethinylestradiol,G03A,127,18,0,Low,12.57,SUP002,42,6
2022-May-16,May,2022,Levonorgestrel,G03A,113,28,0,High,8.59,SUP002,71,3
2022-May-16,May,2022,Methotrexate,L04A,364,47,0,High,15.11,SUP007,52,6
2022-May-16,May,2022,Cyclosporine,L04A,491,19,0,Medium,11.19,SUP007,23,24
2022-May-17,May,2022,Diclofenac,M01AB,333,18,0,Medium,7.16,SUP010,44,17
2022-May-17,May,2022,Ketoprofen,M01AB,162,41,0,Low,10.64,SUP006,98,2
2022-May-17,May,2022,Naproxen,M01AB,431,36,0,Medium,17.12,SUP005,88,10
2022-May-17,May,2022,Ibuprofen,M01AE,258,39,0,Low,6.45,SUP007,85,5
2022-May-17,May,2022,Dexibuprofen,M01AE,363,42,0,High,10.06,SUP002,94,7
2022-May-17,May,2022,Aspirin,N02BA,316,24,0,Medium,9.18,SUP003,28,12
2022-May-17,May,2022,Diflunisal,N02BA,449,36,0,Low,9.95,SUP005,89,11
2022-May-17,May,2022,Paracetamol,N02BE,234,50,0,Low,6.73,SUP001,76,3
2022-May-17,May,2022,Phenacetin,N02BE,68,49,0,Medium,12.68,SUP008,60,0
2022-May-17,May,2022,Diazepam,N05B,243,33,0,Low,13.79,SUP001,29,6
2022-May-17,May,2022,Alprazolam,N05B,60,39,0,Medium,5.68,SUP001,34,0
2022-May-17,May,2022,Zolpidem,N05C,458,41,0,Low,1.86,SUP006,45,10
2022-May-17,May,2022,Eszopiclone,N05C,59,27,0,High,19.77,SUP001,94,1
2022-May-17,May,2022,Salbutamol,R03,376,24,0,Medium,19.69,SUP002,66,14
2022-May-17,May,2022,Formoterol,R03,418,28,0,Medium,5.53,SUP006,47,13
2022-May-17,May,2022,Budesonide,R03,92,29,0,High,9.6,SUP009,72,2
2022-May-17,May,2022,Loratadine,R06,448,39,0,Medium,3.99,SUP003,29,10
2022-May-17,May,2022,Cetirizine,R06,107,5,0,Low,15.96,SUP010,34,20
2022-May-17,May,2022,Diphenhydramine,R06,123,31,0,Medium,5.81,SUP004,51,2
2022-May-17,May,2022,Amoxicillin,J01C,486,25,0,High,12.24,SUP007,41,18
2022-May-17,May,2022,Penicillin,J01C,414,48,0,High,0.81,SUP005,68,7
2022-May-17,May,2022,Cefalexin,J01C,254,9,0,High,14.73,SUP002,31,27
2022-May-17,May,2022,Ceftriaxone,J01D,281,33,0,High,7.32,SUP007,100,7
2022-May-17,May,2022,Cefixime,J01D,473,41,0,Medium,5.03,SUP001,90,10
2022-May-17,May,2022,Atorvastatin,C10A,153,43,0,High,1.68,SUP008,55,2
2022-May-17,May,2022,Rosuvastatin,C10A,412,14,0,Low,4.6,SUP008,94,28
2022-May-17,May,2022,Metformin,A10B,335,33,0,High,2.51,SUP003,68,9
2022-May-17,May,2022,Gliclazide,A10B,215,10,0,Low,19.51,SUP005,64,20
2022-May-17,May,2022,Sitagliptin,A10B,146,20,0,High,11.46,SUP002,82,6
2022-May-17,May,2022,Ethinylestradiol,G03A,305,5,0,Medium,14.94,SUP008,73,60
2022-May-17,May,2022,Levonorgestrel,G03A,144,42,0,Low,4.33,SUP005,29,2
2022-May-17,May,2022,Methotrexate,L04A,441,44,0,Low,12.3,SUP008,84,9
2022-May-17,May,2022,Cyclosporine,L04A,105,23,0,Medium,18.05,SUP010,58,3
2022-May-18,May,2022,Diclofenac,M01AB,350,13,0,Medium,19.53,SUP007,35,25
2022-May-18,May,2022,Ketoprofen,M01AB,351,24,0,High,1.23,SUP008,90,13
2022-May-18,May,2022,Naproxen,M01AB,431,27,0,Low,7.9,SUP004,68,14
2022-May-18,May,2022,Ibuprofen,M01AE,478,38,0,High,2.09,SUP008,35,11
2022-May-18,May,2022,Dexibuprofen,M01AE,412,47,0,Medium,4.94,SUP004,56,7
2022-May-18,May,2022,Aspirin,N02BA,375,32,0,Medium,15.38,SUP009,85,10
2022-May-18,May,2022,Diflunisal,N02BA,84,16,0,High,15.6,SUP007,53,4
2022-May-18,May,2022,Paracetamol,N02BE,256,19,0,Low,2.69,SUP010,63,12
2022-May-18,May,2022,Phenacetin,N02BE,451,40,0,Medium,5.6,SUP010,76,10
2022-May-18,May,2022,Diazepam,N05B,159,40,0,Low,6.26,SUP001,21,2
2022-May-18,May,2022,Alprazolam,N05B,496,28,0,Low,2.43,SUP006,24,16
2022-May-18,May,2022,Zolpidem,N05C,268,8,0,Medium,14.67,SUP009,62,32
2022-May-18,May,2022,Eszopiclone,N05C,117,35,0,High,12.88,SUP007,60,2
2022-May-18,May,2022,Salbutamol,R03,174,43,0,Low,1.04,SUP003,55,3
2022-May-18,May,2022,Formoterol,R03,193,29,0,Medium,15.96,SUP005,67,5
2022-May-18,May,2022,Budesonide,R03,308,15,0,High,1.65,SUP001,26,19
2022-May-18,May,2022,Loratadine,R06,141,29,0,High,2.6,SUP004,47,3
2022-May-18,May,2022,Cetirizine,R06,193,24,0,Medium,9.25,SUP001,28,7
2022-May-18,May,2022,Diphenhydramine,R06,437,34,0,Low,5.38,SUP005,72,11
2022-May-18,May,2022,Amoxicillin,J01C,349,31,0,Medium,11.39,SUP010,95,10
2022-May-18,May,2022,Penicillin,J01C,244,7,0,Low,10.85,SUP007,77,33
2022-May-18,May,2022,Cefalexin,J01C,439,31,0,Medium,2.28,SUP010,64,13
2022-May-18,May,2022,Ceftriaxone,J01D,242,23,0,High,14.63,SUP002,62,9
2022-May-18,May,2022,Cefixime,J01D,117,35,0,Medium,17.33,SUP002,37,2
2022-May-18,May,2022,Atorvastatin,C10A,456,30,0,Medium,9.6,SUP003,31,14
2022-May-18,May,2022,Rosuvastatin,C10A,324,12,0,High,11.02,SUP003,84,26
2022-May-18,May,2022,Metformin,A10B,243,48,0,Low,14.22,SUP009,37,4
2022-May-18,May,2022,Gliclazide,A10B,122,24,0,Low,9.25,SUP010,92,4
2022-May-18,May,2022,Sitagliptin,A10B,492,27,0,Low,13.77,SUP001,37,17
2022-May-18,May,2022,Ethinylestradiol,G03A,112,15,0,Low,1.64,SUP006,41,6
2022-May-18,May,2022,Levonorgestrel,G03A,133,17,0,Medium,14.31,SUP007,73,6
2022-May-18,May,2022,Methotrexate,L04A,215,30,0,High,4.88,SUP010,52,6
2022-May-18,May,2022,Cyclosporine,L04A,57,20,0,Medium,11.04,SUP005,41,1
2022-May-19,May,2022,Diclofenac,M01AB,100,30,0,Low,3.09,SUP001,59,2
2022-May-19,May,2022,Ketoprofen,M01AB,103,20,0,Medium,11.27,SUP003,73,4
2022-May-19,May,2022,Naproxen,M01AB,369,45,0,High,9.83,SUP007,21,7
2022-May-19,May,2022,Ibuprofen,M01AE,182,43,0,High,1.99,SUP009,57,3
2022-May-19,May,2022,Dexibuprofen,M01AE,225,44,0,Low,4.11,SUP007,91,4
2022-May-19,May,2022,Aspirin,N02BA,423,5,0,Medium,5.95,SUP002,48,83
2022-May-19,May,2022,Diflunisal,N02BA,396,25,0,Medium,10.88,SUP006,38,14
2022-May-19,May,2022,Paracetamol,N02BE,486,49,0,Low,9.73,SUP005,34,8
2022-May-19,May,2022,Phenacetin,N02BE,220,36,0,Low,12.23,SUP010,85,5
2022-May-19,May,2022,Diazepam,N05B,494,5,0,High,9.56,SUP003,73,97
2022-May-19,May,2022,Alprazolam,N05B,434,26,0,Medium,8.4,SUP010,30,15
2022-May-19,May,2022,Zolpidem,N05C,413,23,0,Medium,2.42,SUP006,78,16
2022-May-19,May,2022,Eszopiclone,N05C,187,36,0,High,18.52,SUP001,68,4
2022-May-19,May,2022,Salbutamol,R03,410,15,0,Medium,7.75,SUP007,95,26
2022-May-19,May,2022,Formoterol,R03,392,11,0,Low,2.61,SUP007,86,34
2022-May-19,May,2022,Budesonide,R03,443,7,0,Medium,19.35,SUP005,95,62
2022-May-19,May,2022,Loratadine,R06,228,42,0,High,8.65,SUP002,67,4
2022-May-19,May,2022,Cetirizine,R06,72,8,0,Low,15.11,SUP009,41,8
2022-May-19,May,2022,Diphenhydramine,R06,213,45,0,Medium,10.5,SUP008,85,3
2022-May-19,May,2022,Amoxicillin,J01C,106,20,0,Low,11.49,SUP010,72,4
2022-May-19,May,2022,Penicillin,J01C,155,6,0,Low,11.48,SUP010,78,24
2022-May-19,May,2022,Cefalexin,J01C,432,11,0,High,17.63,SUP005,29,38
2022-May-19,May,2022,Ceftriaxone,J01D,254,29,0,Medium,14.68,SUP002,61,7
2022-May-19,May,2022,Cefixime,J01D,147,36,0,High,0.59,SUP005,24,3
2022-May-19,May,2022,Atorvastatin,C10A,385,25,0,Low,3.71,SUP008,47,14
2022-May-19,May,2022,Rosuvastatin,C10A,246,27,0,Medium,15.52,SUP010,50,8
2022-May-19,May,2022,Metformin,A10B,167,33,0,Medium,14.84,SUP009,28,4
2022-May-19,May,2022,Gliclazide,A10B,203,44,0,High,15.22,SUP004,98,3
2022-May-19,May,2022,Sitagliptin,A10B,230,46,0,Medium,10.45,SUP002,37,4
2022-May-19,May,2022,Ethinylestradiol,G03A,139,23,0,High,0.96,SUP003,48,5
2022-May-19,May,2022,Levonorgestrel,G03A,495,42,0,Medium,5.04,SUP006,94,10
2022-May-19,May,2022,Methotrexate,L04A,332,8,0,Low,7.02,SUP009,71,40
2022-May-19,May,2022,Cyclosporine,L04A,144,33,0,High,13.43,SUP010,92,3
2022-May-20,May,2022,Diclofenac,M01AB,73,37,0,High,13.77,SUP002,29,0
2022-May-20,May,2022,Ketoprofen,M01AB,301,44,0,Low,14.8,SUP009,59,5
2022-May-20,May,2022,Naproxen,M01AB,74,5,0,Medium,18.09,SUP006,28,13
2022-May-20,May,2022,Ibuprofen,M01AE,113,43,0,Low,2.38,SUP005,39,1
2022-May-20,May,2022,Dexibuprofen,M01AE,472,49,0,High,11.23,SUP009,64,8
2022-May-20,May,2022,Aspirin,N02BA,105,18,0,High,19.44,SUP005,31,4
2022-May-20,May,2022,Diflunisal,N02BA,263,8,0,Medium,1.77,SUP004,23,31
2022-May-20,May,2022,Paracetamol,N02BE,422,17,0,High,5.28,SUP005,68,23
2022-May-20,May,2022,Phenacetin,N02BE,476,50,0,Low,7.92,SUP004,64,8
2022-May-20,May,2022,Diazepam,N05B,205,36,0,Low,2.72,SUP002,88,4
2022-May-20,May,2022,Alprazolam,N05B,478,35,0,Low,14.74,SUP005,83,12
2022-May-20,May,2022,Zolpidem,N05C,422,19,0,High,1.22,SUP001,78,21
2022-May-20,May,2022,Eszopiclone,N05C,406,18,0,High,6.79,SUP004,88,21
2022-May-20,May,2022,Salbutamol,R03,308,14,0,High,17.36,SUP010,45,21
2022-May-20,May,2022,Formoterol,R03,172,12,0,Low,17.58,SUP007,23,13
2022-May-20,May,2022,Budesonide,R03,222,41,0,Low,2.89,SUP006,26,4
2022-May-20,May,2022,Loratadine,R06,308,28,0,High,15.85,SUP010,52,10
2022-May-20,May,2022,Cetirizine,R06,331,29,0,High,10.18,SUP005,55,10
2022-May-20,May,2022,Diphenhydramine,R06,395,30,0,Low,4.81,SUP004,56,12
2022-May-20,May,2022,Amoxicillin,J01C,294,17,0,Low,18.9,SUP007,68,16
2022-May-20,May,2022,Penicillin,J01C,398,7,0,Low,5.29,SUP001,77,55
2022-May-20,May,2022,Cefalexin,J01C,234,43,0,High,17.88,SUP003,52,4
2022-May-20,May,2022,Ceftriaxone,J01D,195,48,0,High,3.89,SUP006,47,3
2022-May-20,May,2022,Cefixime,J01D,232,16,0,Low,1.19,SUP001,67,13
2022-May-20,May,2022,Atorvastatin,C10A,79,23,0,Low,16.67,SUP004,52,2
2022-May-20,May,2022,Rosuvastatin,C10A,417,8,0,Medium,13.32,SUP002,22,51
2022-May-20,May,2022,Metformin,A10B,352,41,0,Low,2.65,SUP008,24,7
2022-May-20,May,2022,Gliclazide,A10B,277,12,0,Medium,2.69,SUP002,70,22
2022-May-20,May,2022,Sitagliptin,A10B,200,46,0,High,7.84,SUP010,95,3
2022-May-20,May,2022,Ethinylestradiol,G03A,107,33,0,High,8.28,SUP006,71,2
2022-May-20,May,2022,Levonorgestrel,G03A,453,22,0,Low,5.72,SUP003,80,19
2022-May-20,May,2022,Methotrexate,L04A,413,10,0,Medium,12.1,SUP001,40,40
2022-May-20,May,2022,Cyclosporine,L04A,74,9,0,Medium,10.9,SUP005,43,7
2022-May-21,May,2022,Diclofenac,M01AB,277,23,0,Medium,1.92,SUP009,81,11
2022-May-21,May,2022,Ketoprofen,M01AB,66,18,0,Low,7.61,SUP007,21,2
2022-May-21,May,2022,Naproxen,M01AB,276,39,0,High,8.59,SUP005,57,6
2022-May-21,May,2022,Ibuprofen,M01AE,342,11,0,Medium,8.01,SUP002,35,30
2022-May-21,May,2022,Dexibuprofen,M01AE,497,41,0,Low,11.23,SUP006,48,11
2022-May-21,May,2022,Aspirin,N02BA,194,23,0,High,17.23,SUP003,54,7
2022-May-21,May,2022,Diflunisal,N02BA,348,31,0,Low,5.29,SUP005,100,10
2022-May-21,May,2022,Paracetamol,N02BE,91,49,0,Medium,15.55,SUP009,40,0
2022-May-21,May,2022,Phenacetin,N02BE,392,48,0,Low,5.24,SUP010,40,7
2022-May-21,May,2022,Diazepam,N05B,239,22,0,High,10.26,SUP004,86,9
2022-May-21,May,2022,Alprazolam,N05B,360,45,0,Medium,5.62,SUP002,31,7
2022-May-21,May,2022,Zolpidem,N05C,367,38,0,Low,14.32,SUP007,99,8
2022-May-21,May,2022,Eszopiclone,N05C,83,17,0,Medium,18.55,SUP002,22,3
2022-May-21,May,2022,Salbutamol,R03,429,19,0,High,1.84,SUP004,60,21
2022-May-21,May,2022,Formoterol,R03,101,13,0,Medium,13.01,SUP008,94,6
2022-May-21,May,2022,Budesonide,R03,278,15,0,Low,15.18,SUP004,49,17
2022-May-21,May,2022,Loratadine,R06,357,15,0,Low,2.09,SUP007,40,22
2022-May-21,May,2022,Cetirizine,R06,116,34,0,High,13.46,SUP003,58,2
2022-May-21,May,2022,Diphenhydramine,R06,260,48,0,Low,1.21,SUP001,70,4
2022-May-21,May,2022,Amoxicillin,J01C,466,9,0,Low,14.2,SUP010,26,50
2022-May-21,May,2022,Penicillin,J01C,299,16,0,Low,2.15,SUP005,38,17
2022-May-21,May,2022,Cefalexin,J01C,100,13,0,Medium,6.74,SUP009,85,6
2022-May-21,May,2022,Ceftriaxone,J01D,360,47,0,Low,7.14,SUP006,56,6
2022-May-21,May,2022,Cefixime,J01D,99,31,0,Medium,10.4,SUP005,99,2
2022-May-21,May,2022,Atorvastatin,C10A,158,22,0,Medium,14.11,SUP001,47,6
2022-May-21,May,2022,Rosuvastatin,C10A,126,44,0,Low,1.89,SUP002,42,1
2022-May-21,May,2022,Metformin,A10B,153,50,0,High,13.56,SUP009,59,2
2022-May-21,May,2022,Gliclazide,A10B,347,25,0,Medium,8.12,SUP002,100,12
2022-May-21,May,2022,Sitagliptin,A10B,105,38,0,Low,6.49,SUP005,32,1
2022-May-21,May,2022,Ethinylestradiol,G03A,181,35,0,Low,8.81,SUP001,96,4
2022-May-21,May,2022,Levonorgestrel,G03A,237,40,0,Medium,2.29,SUP006,27,4
2022-May-21,May,2022,Methotrexate,L04A,76,12,0,High,8.95,SUP009,92,5
2022-May-21,May,2022,Cyclosporine,L04A,109,32,0,Medium,19.74,SUP004,53,2
2022-May-22,May,2022,Diclofenac,M01AB,276,31,0,High,5.44,SUP004,27,7
2022-May-22,May,2022,Ketoprofen,M01AB,174,6,0,Medium,15.3,SUP002,82,28
2022-May-22,May,2022,Naproxen,M01AB,131,33,0,Low,15.54,SUP004,32,2
2022-May-22,May,2022,Ibuprofen,M01AE,479,39,0,Low,13.07,SUP007,58,11
2022-May-22,May,2022,Dexibuprofen,M01AE,421,19,0,Medium,18.65,SUP001,28,21
2022-May-22,May,2022,Aspirin,N02BA,305,44,0,Medium,15.88,SUP002,51,5
2022-May-22,May,2022,Diflunisal,N02BA,209,33,0,High,15.42,SUP004,82,5
2022-May-22,May,2022,Paracetamol,N02BE,67,48,0,Medium,16.96,SUP004,43,0
2022-May-22,May,2022,Phenacetin,N02BE,97,20,0,Medium,3.71,SUP001,51,3
2022-May-22,May,2022,Diazepam,N05B,97,20,0,Low,12.48,SUP008,43,3
2022-May-22,May,2022,Alprazolam,N05B,191,41,0,Low,18.68,SUP002,60,3
2022-May-22,May,2022,Zolpidem,N05C,407,26,0,High,4.84,SUP002,66,14
2022-May-22,May,2022,Eszopiclone,N05C,216,15,0,Medium,8.31,SUP001,20,13
2022-May-22,May,2022,Salbutamol,R03,200,49,0,Low,13.85,SUP008,97,3
2022-May-22,May,2022,Formoterol,R03,458,49,0,Low,12.84,SUP001,93,8
2022-May-22,May,2022,Budesonide,R03,356,47,0,High,12.89,SUP001,88,6
2022-May-22,May,2022,Loratadine,R06,310,37,0,High,16.58,SUP008,63,7
2022-May-22,May,2022,Cetirizine,R06,489,15,0,Low,0.91,SUP009,59,31
2022-May-22,May,2022,Diphenhydramine,R06,327,18,0,High,6.88,SUP005,84,17
2022-May-22,May,2022,Amoxicillin,J01C,367,43,0,Medium,19.73,SUP004,44,7
2022-May-22,May,2022,Penicillin,J01C,255,7,0,Low,18.75,SUP003,29,35
2022-May-22,May,2022,Cefalexin,J01C,397,46,0,High,14.07,SUP001,39,7
2022-May-22,May,2022,Ceftriaxone,J01D,228,14,0,Low,10.7,SUP005,72,15
2022-May-22,May,2022,Cefixime,J01D,342,39,0,Medium,9.52,SUP004,99,7
2022-May-22,May,2022,Atorvastatin,C10A,70,29,0,Low,16.63,SUP009,45,1
2022-May-22,May,2022,Rosuvastatin,C10A,53,41,0,Low,9.5,SUP005,34,0
2022-May-22,May,2022,Metformin,A10B,378,16,0,Medium,4.69,SUP009,92,22
2022-May-22,May,2022,Gliclazide,A10B,476,38,0,Medium,12.2,SUP006,29,11
2022-May-22,May,2022,Sitagliptin,A10B,449,29,0,High,17.82,SUP008,98,14
2022-May-22,May,2022,Ethinylestradiol,G03A,254,37,0,Low,5.73,SUP009,20,5
2022-May-22,May,2022,Levonorgestrel,G03A,248,50,0,Low,5.66,SUP002,78,3
2022-May-22,May,2022,Methotrexate,L04A,64,24,0,High,8.84,SUP009,53,1
2022-May-22,May,2022,Cyclosporine,L04A,162,43,0,Low,18.8,SUP008,72,2
2022-May-23,May,2022,Diclofenac,M01AB,186,37,0,Low,13.87,SUP001,36,4
2022-May-23,May,2022,Ketoprofen,M01AB,216,18,0,High,12.37,SUP004,20,11
2022-May-23,May,2022,Naproxen,M01AB,89,9,0,Medium,19.45,SUP001,100,8
2022-May-23,May,2022,Ibuprofen,M01AE,344,17,0,Medium,13.9,SUP003,47,19
2022-May-23,May,2022,Dexibuprofen,M01AE,341,23,0,Low,14.3,SUP009,75,13
2022-May-23,May,2022,Aspirin,N02BA,156,46,0,Low,1.39,SUP001,49,2
2022-May-23,May,2022,Diflunisal,N02BA,446,8,0,Low,16.91,SUP003,30,54
2022-May-23,May,2022,Paracetamol,N02BE,338,39,0,Low,6.84,SUP009,26,7
2022-May-23,May,2022,Phenacetin,N02BE,84,45,0,Low,19.16,SUP002,38,0
2022-May-23,May,2022,Diazepam,N05B,342,14,0,Low,3.25,SUP010,77,23
2022-May-23,May,2022,Alprazolam,N05B,404,50,0,High,6.53,SUP002,28,7
2022-May-23,May,2022,Zolpidem,N05C,462,25,0,Low,17.44,SUP009,29,17
2022-May-23,May,2022,Eszopiclone,N05C,475,28,0,Low,15.55,SUP003,46,15
2022-May-23,May,2022,Salbutamol,R03,64,39,0,Medium,8.14,SUP002,87,0
2022-May-23,May,2022,Formoterol,R03,290,13,0,High,14.04,SUP009,81,21
2022-May-23,May,2022,Budesonide,R03,330,20,0,Medium,5.46,SUP009,77,15
2022-May-23,May,2022,Loratadine,R06,443,45,0,Medium,5.44,SUP009,23,8
2022-May-23,May,2022,Cetirizine,R06,85,48,0,Low,6.34,SUP005,55,0
2022-May-23,May,2022,Diphenhydramine,R06,301,36,0,High,7.92,SUP009,66,7
2022-May-23,May,2022,Amoxicillin,J01C,237,26,0,High,6.86,SUP008,78,8
2022-May-23,May,2022,Penicillin,J01C,128,6,0,High,10.15,SUP005,81,20
2022-May-23,May,2022,Cefalexin,J01C,301,17,0,Low,17.86,SUP006,56,16
2022-May-23,May,2022,Ceftriaxone,J01D,159,40,0,Medium,1.9,SUP002,75,2
